Area,Area_Code,year_2017,year_2018,year_2019,year_2020,year_2021
lep:Greater Birmingham and Solihull,E37000012,16562,17193,17680,17730,18221
lep:Greater Manchester,E37000015,16417,17033,17651,17744,18199
lep:Heart of the South West,E37000016,18401,19087,19821,19596,20261
lep:Lancashire,E37000019,16574,17038,17678,17775,18142
lep:Leicester and Leicestershire,E37000021,16649,17030,17715,17891,18360
lep:Liverpool City Region,E37000022,16282,16735,17286,17423,18057
lep:North East,E37000025,16015,16422,16948,16962,17773
lep:Stoke-on-Trent and Staffordshire,E37000032,17103,17805,18319,18221,18918
lep:Swindon and Wiltshire,E37000033,20138,21115,22065,21625,21760
lep:Tees Valley,E37000034,15693,16123,16625,16854,17343
lep:Thames Valley Berkshire,E37000035,23874,24662,25865,25552,25468
lep:The Marches,E37000036,18184,18846,19429,19334,20149
lep:West of England,E37000037,19989,20838,21679,21194,21910
lep:Worcestershire,E37000038,19732,20613,21201,21085,21556
lep:Buckinghamshire,E37000043,26907,27650,28508,27533,28440
lep:Coast to Capital,E37000044,23695,24570,25240,24632,25447
lep:D2N2,E37000045,16535,17079,17668,17719,18549
lep:Enterprise M3,E37000046,26510,27696,28495,27686,28434
lep:Hertfordshire,E37000048,24698,25612,26244,25484,26496
lep:The London Economic Action Partnership,E37000051,27572,29015,29809,29202,31094
lep:New Anglia,E37000052,18050,18712,19347,19179,19840
lep:OxLEP,E37000053,23739,24572,25715,25205,25073
lep:South Yorkshire,E37000054,15426,15929,16335,16399,17358
lep:Solent,E37000055,18535,19131,19843,19688,20521
lep:South East,E37000056,20649,21423,22058,21812,22810
lep:South East Midlands,E37000057,19607,20283,20837,20818,20705
lep:York and North Yorkshire,E37000058,19995,20901,21544,21159,22204
lep:The Business Board,E37000059,20474,21190,22047,21716,21695
lep:Greater Lincolnshire,E37000060,16937,17544,18170,18148,18742
lep:Hull and East Yorkshire,E37000061,16399,17132,17648,17755,18073
lep:Leeds City Region,E37000062,16099,16665,17251,17298,17803
